title,forma,manufacturer,image-src
"Асманекс Твистхейлер","спрей 200 мкг/доза, 60 доз","Шеринг-Плау, США","http://www.eapteka.ru/upload/offer_photo/215/092/resized/230_230_1.jpg"
"Занидип-Рекордати","таблетки 20 мг, 28 шт.","Рекордати, Италия","http://www.eapteka.ru/upload/offer_photo/216/521/1.jpg"
"Сказания Алтая","бальзам для сердца, 250 мл","Эвалар, Россия","http://www.eapteka.ru/upload/offer_photo/229/166/resized/230_230_1.jpg"
"Ципрофлоксацин-АКОС","капли глазные 0,3%, 5 мл","Синтез АКОМП, Россия","http://www.eapteka.ru/upload/offer_photo/219/612/1.jpg"
"Гастал","таблетки для рассасывания вишня 48 шт.","Тева, Израиль","http://www.eapteka.ru/upload/offer_photo/210/444/1.jpg"
"Форметин","таблетки 500 мг, 30 шт.","Фармстандарт, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Флуконазол","капсулы 150 мг, 2 шт.","Озон , Россия","http://www.eapteka.ru/upload/offer_photo/233/512/resized/230_230_1.jpg"
"Биол таблетки 10 мг 50 шт.","упак.","С.И.Ф.И. С.п.А., Италия","http://www.eapteka.ru/upload/offer_photo/250/406/resized/230_230_1.jpg"
"Микамин","флакон, 50 мг","Астеллас, Нидерланды","http://www.eapteka.ru/upload/offer_photo/215/034/resized/230_230_1.jpg"
"Пропротен-100","таблетки, 20 шт.","Материа Медика, Россия","http://www.eapteka.ru/upload/offer_photo/204/075/1.gif"
"Оксис турбухалер","порошок для ингаляций 4.5 мкг/доза, 60 доз","АстраЗенека, Великобритания","http://www.eapteka.ru/upload/offer_photo/105/031/resized/230_230_1.jpg"
"Трависил","таблетки для рассасывания 16 шт., мята","Плетхико Фармасьютикалз Лтд, Индия","http://www.eapteka.ru/upload/offer_photo/125/651/1.jpg"
"Наропин","р-р для инъекций 7,5 мг/мл ампулы полипроп","АстраЗенека, Великобритания","http://www.eapteka.ru/upload/offer_photo/125/051/1.jpg"
"НовоНорм","таблетки 1 мг, 30 шт.","Ново Нордиск, Дания","http://www.eapteka.ru/upload/offer_photo/268/77/resized/230_230_1.jpg"
"Септолете Тотал таблетки для рассасывания 3 мг+1 мг","16 шт","КРКА, Словения","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Экоклав (Амоксициллин+Клавулановая кислота)","суспензия 125+31.25 мг/5 мл, 25 г","Авва Рус, Россия","http://www.eapteka.ru/upload/offer_photo/224/044/resized/230_230_1.jpg"
"Фурагин","таблетки 50 мг, 30 шт.","Оболенское ФП, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Сульфаргин","мазь , 50 г","Таллиннский фармацевтический завод, Эстония","http://www.eapteka.ru/upload/offer_photo/105/191/resized/230_230_1.jpg"
"Сульфадимезин","таблетки 500 мг, 10 шт.","Ирбитский ХФЗ, Россия","http://www.eapteka.ru/upload/offer_photo/575/52/1.jpg"
"ДжиЭнСи (GNC) ТриФлекс (TriFlex) таблетки 60 шт.","упак.","Дженерал Нутришн Сентерс, США","http://www.eapteka.ru/upload/offer_photo/251/987/resized/230_230_1.jpg"
"Октреотид-Лонг","флакон, 30 мг","Ф-Синтез, Россия","http://www.eapteka.ru/upload/offer_photo/214/827/resized/230_230_1.jpg"
"Зофран","свечи ректальные 16 мг, 1 шт.","Новартис, Швейцария","http://www.eapteka.ru/upload/offer_photo/113/499/1.jpg"
"Нагипол-1","таблетки, 100 шт.","Алина Фарма, Россия","http://www.eapteka.ru/upload/offer_photo/219/143/resized/230_230_1.jpg"
"Синглон","таблетки 4 мг, 28 шт.","Гедеон Рихтер, Венгрия","http://www.eapteka.ru/upload/offer_photo/222/528/resized/230_230_1.jpg"
"Компливит Хондро таблетки 30 шт.","упак.","Фармстандарт, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Флуимуцил","гранулы д/р-ра для приема внутрь 200 мг саше 20шт","Замбон, Италия","http://www.eapteka.ru/upload/offer_photo/205/697/1.jpg"
"Антиполицай Вайт","леденцы, 6 шт.","Ной Сириус, Исландия","http://www.eapteka.ru/upload/offer_photo/219/033/resized/230_230_1.jpg"
"Ледибон","таблетки 2,5 мг, 28 шт.","Зентива, Чехия","http://www.eapteka.ru/upload/offer_photo/212/307/resized/230_230_1.jpg"
"Спеман форте","таблетки, 100 шт.","Гималайа драг, Индия","http://www.eapteka.ru/upload/offer_photo/200/642/1.jpg"
"Равел СР","таблетки 1,5 мг, 30 шт.","КРКА, Словения","http://www.eapteka.ru/upload/offer_photo/210/482/resized/230_230_1.jpg"
"Лецитин Наш","капсулы, 90 шт.","Ювикс-фарм, Россия","http://www.eapteka.ru/upload/offer_photo/227/325/resized/230_230_1.jpg"
"Торвас таблетки покрыт.об. 20 мг 30 шт.","упак.","Ранбакси, Индия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Депакин Хроносфера","гранулы 100 мг, 30 шт.","Санофи-Авентис, Франция","http://www.eapteka.ru/upload/offer_photo/210/901/resized/230_230_1.jpg"
"Каптоприл","таблетки 25 мг, 20 шт.","Озон, Россия","http://www.eapteka.ru/upload/offer_photo/228/642/resized/230_230_1.jpg"
"Барсучий жир","флакон, 200 мл","Фитосила, Россия","http://www.eapteka.ru/upload/offer_photo/210/707/1.jpg"
"Гриппферон с лоратадином мазь назальная 10 тыс.МЕ+2 мг/г 5 г","упак.","Фирн М, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Фороза","таблетки покрыт.плен.об. 70 мг, 8 шт.","Сандоз, Швейцария","http://www.eapteka.ru/upload/offer_photo/211/621/resized/230_230_1.jpg"
"Ведикардол","таблетки 6.25 мг, 30 шт.","Синтез АКОМП, Россия","http://www.eapteka.ru/upload/offer_photo/211/284/1.jpg"
"Скипар Эмульсия","смешанная, 500 мл","Витакапитал, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Паклитаксел-ЛЭНС конц. для р-ра для инфузий 6 мг/мл флакон 17 мл","упак.","Лэнс-Фарм, Россия","http://www.eapteka.ru/upload/offer_photo/252/038/resized/230_230_1.jpg"
"Теветен плюс","таблетки, 14 шт.","Эбботт, США","http://www.eapteka.ru/upload/offer_photo/208/290/resized/230_230_1.jpg"
"Витрум Гамми жевательный мармелад 30 шт.","упак.","Юнифарм, США","http://www.eapteka.ru/upload/offer_photo/246/985/resized/230_230_1.jpg"
"Нарин (Nahrin) Минки Б капсулы 30 г","упак.","Нарин, Швейцария","http://www.eapteka.ru/upload/offer_photo/251/082/resized/230_230_1.jpg"
"Фитомуцил Норм","пакетики 5 г, 10 шт.","Фарма-Мед, Канада","http://www.eapteka.ru/upload/offer_photo/227/927/resized/230_230_1.jpg"
"Доксазозин","таблетки 4 мг, 20 шт.","Вектор НПО, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Касодекс","таблетки 50 мг, 28 шт.","АстраЗенека, Великобритания","http://www.eapteka.ru/upload/offer_photo/214/92/resized/230_230_1.jpg"
"Новые тайны Золотого уса крем-снадобье","для суставов, 75 мл","Народные промыслы, Россия","http://www.eapteka.ru/upload/offer_photo/217/344/1.jpg"
"Инфагель","гель , 3 г","Вектор НПО, Россия","http://www.eapteka.ru/upload/offer_photo/469/97/resized/230_230_1.jpg"
"Маример форте","аэрозоль назальный 100 мл","Лаборатории Жильбер, Франция","http://www.eapteka.ru/upload/offer_photo/215/181/resized/230_230_1.jpg"
"ГриппоФлю","пакетики со вкусом малины 13 г, 10 шт.","Марбиофарм, Россия","http://www.eapteka.ru/upload/offer_photo/222/781/resized/230_230_1.jpg"
"Кавинтон Комфорте","таблетки диспергир. 10 мг 30 шт.","Гедеон Рихтер, Венгрия","http://www.eapteka.ru/upload/offer_photo/244/661/resized/230_230_1.jpg"
"Эубикор Крошка","саше 3 г, 50 шт.","НПК БИК, Россия","http://www.eapteka.ru/upload/offer_photo/228/663/resized/230_230_1.jpg"
"Липоевая кислота","таблетки 12 мг, 50 шт.","Марбиофарм, Россия","http://www.eapteka.ru/upload/offer_photo/233/696/resized/230_230_1.jpg"
"Экталуст","таблетки жевательные 4 мг, 14 шт.","Канонфарма, Россия","http://www.eapteka.ru/upload/offer_photo/227/693/resized/230_230_1.jpg"
"Амоксиклав","таблетки покрыт.плен.об. 250 мг+125 мг 15 шт.","Лек д.д., Словения","http://www.eapteka.ru/upload/offer_photo/991/08/1.jpg"
"Эналаприл","таблетки 5 мг, 28 шт.","Обновление, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Томицид","флаконы, 90 мл","Биомед Красногорск, Россия","http://www.eapteka.ru/upload/offer_photo/111/899/1.jpg"
"Риностоп","спрей назал. дозир. 0,05% фл. 15 мл","Фармстандарт, Россия","http://www.eapteka.ru/upload/offer_photo/233/843/1.jpg"
"Амитриптилин-Акос","ампулы 10 мг , 2 мл , 10 шт.","Синтез АКОМП, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Максиколд Рино","пакетики, со вкусом лимона, 10 шт.","Фармстандарт, Россия","http://www.eapteka.ru/upload/offer_photo/219/452/resized/230_230_1.jpg"
"Эпостим р-р для в/вен.и п/кожн. введения 2000 МЕ 1 мл","1 шт.","Фармапарк, Россия","http://www.eapteka.ru/upload/offer_photo/222/956/resized/230_230_1.jpg"
"Кардиостатин","таблетки 20 мг, 30 шт.","Макиз-Фарма, Россия","http://www.eapteka.ru/upload/offer_photo/208/048/resized/230_230_1.jpg"
"Осталон Кальций-Д","набор таблеток","Гедеон Рихтер, Венгрия","http://www.eapteka.ru/upload/offer_photo/212/577/resized/230_230_1.jpg"
"Биол","таблетки 10 мг, 30 шт.","Сандоз, Швейцария","http://www.eapteka.ru/upload/offer_photo/215/386/resized/230_230_1.jpg"
"Аструм (Astrum) Source of Life источник жизни","капсулы 60 шт.","Ворлд Вайд Нутрацевтикал Инк, США","http://www.eapteka.ru/upload/offer_photo/238/447/resized/230_230_1.jpg"
"Фито Ново-Сед экстракт жидкий для приема внутрь","100 мл","ФармВИЛАР ФПК, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Бретарис Дженуэйр порошок для ингаляций дозированный 322 мкг/доза 60 доз 1шт.","упак.","Алмирал С.А., Испания","http://www.eapteka.ru/upload/offer_photo/261/074/resized/230_230_1.jpg"
"Клион","таблетки 250 мг, 20 шт.","Гедеон Рихтер, Венгрия","http://www.eapteka.ru/upload/offer_photo/117/468/resized/230_230_1.jpg"
"Нортиван","таблетки 40 мг, 30 шт.","Гедеон Рихтер, Венгрия","http://www.eapteka.ru/upload/offer_photo/213/083/1.jpg"
"Рибомустин","флакон, 25 мг","Астеллас, Нидерланды","http://www.eapteka.ru/upload/offer_photo/217/837/1.jpg"
"Ролитен","таблетки 2 мг, 30 шт.","Ранбакси, Индия","http://www.eapteka.ru/upload/offer_photo/213/325/1.jpg"
"Пепидол","флакон 3%, 250 мл","НПЦ Элюсан, Россия","http://www.eapteka.ru/upload/offer_photo/219/421/resized/230_230_1.jpg"
"Блок глюкоза с Витамином С","с ароматом ананаса, таблетки жевательные, 18 шт.","Др Шмидгалл, Австрия","http://www.eapteka.ru/upload/offer_photo/223/985/resized/230_230_1.jpg"
